"equipmentnumber","type","description","stationnumber","createdAt","updatedAt","x","y"
10001649,"ELEVATOR","zu Gleis 1",7205,2018-07-19 10:51:17,2019-11-13 10:45:12,6.073846,50.7693525
10001650,"ELEVATOR","zu Gleis 2",7205,2018-07-19 10:51:18,2019-11-13 10:45:12,6.0740748,50.7693984
10003481,"ELEVATOR","zu Gleis 2/31/32/4",204,2018-07-19 10:51:17,2019-11-13 10:45:11,7.656399081,50.77380406
10003482,"ELEVATOR","zu Gleis 1",204,2018-07-19 10:51:17,2019-11-13 10:45:11,7.656456155,50.77366611
10004693,"ELEVATOR","von EG zu Tunnel",317,2018-07-19 10:51:17,2019-11-13 10:45:11,10.3820612,53.8055334
10004708,"ELEVATOR","zu Gleis 4",317,2018-07-19 10:51:17,2019-11-13 10:45:12,10.3823121,53.8054481
10004710,"ELEVATOR","zu Gleis 6/7",317,2018-07-19 10:51:17,2019-11-13 10:45:12,10.382723,53.8052881
10006118,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",437,2018-07-19 10:51:16,2019-11-13 10:45:10,6.996595727,51.0113225
10006121,"ELEVATOR","zu Gleis 1",439,2018-07-19 10:51:16,2019-11-13 10:45:10,11.5796545,49.9496126
10006123,"ELEVATOR","zu Gleis 2/3",439,2018-07-19 10:51:16,2019-11-13 10:45:10,11.5799701,49.9495949
10006890,"ELEVATOR","zu Gleis 1/2",529,2018-07-19 10:51:19,2019-11-13 10:45:13,13.4387503,52.5403402
10007538,"ELEVATOR","zu Gleis 1/2",540,2018-07-19 10:51:16,2019-11-13 10:45:10,13.5732065,52.4130702
10007539,"ELEVATOR","zu Gleis 3/4",540,2018-07-19 10:51:16,2019-11-13 10:45:10,13.5734009,52.4131688
10007851,"ELEVATOR","zu Gleis 11/12 (S-Bahn)",558,2018-07-19 10:51:18,2019-11-13 10:45:12,13.352036,52.4793691
10007917,"ELEVATOR","von EG zu Tunnel",566,2018-07-19 10:51:18,2019-11-13 10:45:12,13.1788473,52.4218402
10007919,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",566,2018-07-19 10:51:18,2019-11-13 10:45:12,13.17934337,52.4212849
10007929,"ELEVATOR","zu Gleis 3/4 (S-Bahn)",566,2018-07-19 10:51:18,2019-11-13 10:45:12,13.1795426,52.4211627
10008866,"ELEVATOR","zu Gleis 3/4",680,2018-07-19 10:51:16,2019-11-13 10:45:10,12.3168295,51.6228701
10008873,"ELEVATOR","zu Gleis 1/2",680,2018-07-19 10:51:16,2019-11-13 10:45:10,12.3170843,51.6228475
10008878,"ELEVATOR","zu Gleis 5/6",680,2018-07-19 10:51:16,2019-11-13 10:45:10,12.3166047,51.6228899
10008887,"ELEVATOR","von Empfangshalle zu Tunnel",680,2018-07-19 10:51:16,2019-11-13 10:45:10,12.3172696,51.6228387
10009222,"ELEVATOR","zu Gleis 1/2",724,2018-07-19 10:51:15,2019-11-13 10:45:10,7.2230505,51.4787334
10009288,"ELEVATOR","zu Gleis 3/4 Abschnitt B",724,2018-07-19 10:51:16,2019-11-13 10:45:10,7.2232076,51.4786007
10009291,"ELEVATOR","zu Gleis 5/6 Abschnitt B",724,2018-07-19 10:51:16,2019-11-13 10:45:10,7.2233781,51.4784572
10009557,"ELEVATOR","von EG zu Tunnel",767,2018-07-19 10:51:17,2019-11-13 10:45:11,7.0961769,50.7317365
10009565,"ELEVATOR","zu Gleis 5",767,2018-07-19 10:51:17,2019-11-13 10:45:11,7.0963239,50.7319243
10009608,"ELEVATOR","zu Gleis 4",767,2018-07-19 10:51:18,2019-11-13 10:45:12,7.0964342,50.7320678
10009609,"ELEVATOR","zu Gleis 1",767,2018-07-19 10:51:18,2019-11-13 10:45:12,7.0966064,50.7322785
10009610,"ELEVATOR","zu Gleis 2/3",767,2018-07-19 10:51:18,2019-11-13 10:45:12,7.0964927,50.7321452
10009787,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",791,2018-07-19 10:51:18,2019-11-13 10:45:12,13.3976331,52.5550454
10010125,"ELEVATOR","von KG zu 7.OG",835,2018-07-19 10:51:15,2019-11-13 10:45:10,10.53992,52.2526
10010251,"ELEVATOR","von EG zu Tunnel",842,2018-07-19 10:51:16,2019-11-13 10:45:10,8.969862,54.6214509
10010252,"ELEVATOR","zu Gleis 1/2",842,2018-07-19 10:51:16,2019-11-13 10:45:10,8.9700141,54.6214965
10010334,"ELEVATOR","zu Gleis 2",857,2018-07-19 10:51:17,2019-11-13 10:45:11,8.7047047,53.1599001
10010338,"ELEVATOR","zu Gleis 3/4",857,2018-07-19 10:51:17,2019-11-13 10:45:11,8.7049549,53.1599128
10010339,"ELEVATOR","zu Gleis 5",857,2018-07-19 10:51:17,2019-11-13 10:45:11,8.705156,53.1599432
10010381,"ELEVATOR","zu Gleis 5/6",867,2018-07-19 10:51:16,2019-11-13 10:45:11,8.7866516,53.1034001
10010867,"ELEVATOR","zu Gleis 4/5",944,2018-07-19 10:51:18,2018-11-06 14:30:16,10.716447,48.0340415
10010868,"ELEVATOR","zu Gleis 2/3",944,2018-07-19 10:51:18,2018-09-29 14:30:14,10.7166186,48.0339859
10010869,"ELEVATOR","zu Gleis 1",944,2018-07-19 10:51:18,2018-11-06 14:30:16,10.7168061,48.0338907
10010921,"ELEVATOR","zu Gleis 1",948,2018-07-19 10:51:19,2019-11-13 10:45:13,9.047808972,52.26763497
10010923,"ELEVATOR","zu Gleis 2/3",948,2018-07-19 10:51:19,2019-11-13 10:45:13,9.047727131,52.26778193
10011656,"ELEVATOR","zu Gleis 2/3",1036,2018-07-19 10:51:16,2019-11-13 10:45:10,10.0629019,52.620995
10011706,"ELEVATOR","zu Gleis 13/14",1040,2018-07-19 10:51:17,2019-11-13 10:45:11,12.9310391,50.8390855
10011710,"ELEVATOR","zu Gleis 11/12",1040,2018-07-19 10:51:17,2019-11-13 10:45:11,12.9308241,50.8391133
10011789,"ELEVATOR","Textilhalle",1040,2018-07-19 10:51:17,2019-11-13 10:45:11,12.9304519,50.8391623
10012255,"ELEVATOR","zu Gleis 1",1070,2018-07-19 10:51:17,2019-11-13 10:45:11,12.3667999,51.3668175
10012256,"ELEVATOR","zu Gleis 2",1070,2018-07-19 10:51:17,2019-11-13 10:45:11,12.3668426,51.3669408
10012322,"ELEVATOR","zu Gleis 6",1077,2018-07-19 10:51:17,2019-11-13 10:45:12,14.32472593,51.75118426
10012323,"ELEVATOR","zu Gleis 1",1077,2018-07-19 10:51:17,2019-11-13 10:45:12,14.32476447,51.75053847
10013195,"ELEVATOR","zu Gleis 2/3",1173,2018-07-19 10:51:19,2019-11-13 10:45:13,12.2350332,51.8399472
10013196,"ELEVATOR","zu Gleis 6/7",1173,2018-07-19 10:51:19,2019-11-13 10:45:13,12.2344547,51.8400852
10013200,"ELEVATOR","zu Gleis 4/5",1173,2018-07-19 10:51:15,2019-11-13 10:45:10,12.234732,51.8400162
10013213,"ELEVATOR","von EG zu Tunnel",1173,2018-07-19 10:51:15,2019-11-13 10:45:10,12.2340554,51.8401881
10013215,"ELEVATOR","von Empfangshalle zu Tunnel",1173,2018-07-19 10:51:15,2019-11-13 10:45:10,12.2352251,51.8399059
10013632,"ELEVATOR","zu Gleis 1 (S-Bahn)",1235,2018-07-19 10:51:17,2019-11-13 10:45:12,7.33428,51.5007291
10013711,"ELEVATOR","von Gleis 2 zu Gleis 3",1240,2018-07-19 10:51:18,2019-11-13 10:45:12,13.5645892,51.620815
10013714,"ELEVATOR","von Gleis 1 zu Gleis 3",1240,2018-07-19 10:51:18,2019-11-13 10:45:12,13.5640052,51.620683
10013929,"ELEVATOR","zu Gleis 2/4",1274,2018-07-19 10:51:18,2019-11-13 10:45:13,6.814657,51.0995119
10013936,"ELEVATOR","zu Gleis 1/10",1274,2018-07-19 10:51:18,2019-11-13 10:45:13,6.814792,51.0996317
10014098,"ELEVATOR","zu Gleis 6/7 (S-Bahn)",1289,2018-07-19 10:51:17,2019-11-13 10:45:11,7.459799393,51.51764257
10014312,"ELEVATOR","Gleis 1",1304,2018-07-19 10:51:18,2019-11-13 10:45:12,7.4236822,51.5088335
10014313,"ELEVATOR","Gleis 5/6",1304,2018-07-19 10:51:18,2019-07-05 07:00:14,7.4241162,51.5094447
10014314,"ELEVATOR","Gleis 3/4",1304,2018-07-19 10:51:18,2018-09-29 14:30:14,7.4241457,51.5096056
10014316,"ELEVATOR","Gleis 2",1304,2018-07-19 10:51:18,2019-11-13 10:45:12,7.4239255,51.5086569
10014785,"ELEVATOR","zu Gleis 1/2",1356,2018-07-19 10:51:16,2019-11-13 10:45:11,13.7905435,51.0212907
10014806,"ELEVATOR","zu Gleis 1 (S-Bahn)",1371,2018-07-19 10:51:17,2019-11-13 10:45:11,7.1021074,50.9846544
10015624,"ELEVATOR","zu Gleis 3/4",1399,2018-07-19 10:51:18,2019-11-13 10:45:12,6.8787941,51.1622485
10015805,"ELEVATOR","zu Gleis 19/20",1401,2018-07-19 10:51:15,2019-11-13 10:45:10,6.7954912,51.2196009
10015806,"ELEVATOR","zu Gleis 11/12 (S-Bahn)",1401,2018-07-19 10:51:15,2019-11-13 10:45:10,6.7946775,51.2200853
10015807,"ELEVATOR","zu Gleis 15/16",1401,2018-07-19 10:51:15,2019-11-13 10:45:10,6.7950265,51.2198242
10015809,"ELEVATOR","zu Gleis 9/10",1401,2018-07-19 10:51:15,2019-11-13 10:45:10,6.7943761,51.2201368
10015810,"ELEVATOR","zu Gleis 6/7",1401,2018-07-19 10:51:15,2019-11-13 10:45:10,6.7941232,51.2202587
10015811,"ELEVATOR","zu Gleis 4/5",1401,2018-07-19 10:51:15,2019-11-13 10:45:10,6.7938916,51.2203696
10015812,"ELEVATOR","zu Gleis 13/14 (S-Bahn)",1401,2018-07-19 10:51:15,2019-11-13 10:45:10,6.7948481,51.2200044
10015813,"ELEVATOR","zu Gleis 17/18",1401,2018-07-19 10:51:15,2019-11-13 10:45:10,6.7952645,51.2197097
10016218,"ELEVATOR","zu Gleis 1/2",1404,2018-07-19 10:51:19,2019-11-13 10:45:13,6.7968899,51.2365043
10016249,"ELEVATOR","zu Gleis 1/2",1410,2018-07-19 10:51:19,2019-11-13 10:45:13,6.8111819,51.2262528
10016257,"ELEVATOR","zu Gleis 3/4",1412,2018-07-19 10:51:19,2019-11-13 10:45:13,6.89758,51.1437
10016268,"ELEVATOR","zu Gleis 3/4",1415,2018-07-19 10:51:19,2019-11-13 10:45:13,6.9085037,51.1327018
10016282,"ELEVATOR","zu Gleis 3",1419,2018-07-19 10:51:19,2019-11-13 10:45:13,6.8617517,51.1801027
10016283,"ELEVATOR","zu Gleis 4",1419,2018-07-19 10:51:19,2019-11-13 10:45:13,6.8615216,51.1800787
10016287,"ELEVATOR","zu Gleis 1/2",1420,2018-07-19 10:51:19,2019-11-13 10:45:13,6.7888088,51.276744
10016601,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",1451,2018-07-19 10:51:17,2019-11-13 10:45:11,9.1686393,48.692264
10016721,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",1471,2018-07-19 10:51:17,2019-04-24 07:00:14,8.653617985,49.96914482
10016805,"ELEVATOR","zu Gleis 2/3",1483,2018-07-19 10:51:18,2019-11-13 10:45:12,9.7240849,48.2856864
10016817,"ELEVATOR","zu Gleis 1/2",1486,2018-07-19 10:51:18,2019-11-13 10:45:12,8.943011282,48.66212238
10017395,"ELEVATOR","zu Gleis 2",1580,2018-07-19 10:51:18,2019-11-13 10:45:12,7.1955873,53.3690009
10017398,"ELEVATOR","zu Gleis 3/4",1580,2018-07-19 10:51:18,2019-11-13 10:45:12,7.1953381,53.3690019
10017400,"ELEVATOR","zu Gleis 5/6",1580,2018-07-19 10:51:18,2019-11-13 10:45:12,7.1950297,53.3690059
10018039,"ELEVATOR","zu Gleis 1/2",1646,2018-07-19 10:51:19,2019-11-13 10:45:13,6.9024783,51.2204128
10018120,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",1668,2018-07-19 10:51:16,2019-01-09 10:55:13,8.651008,49.9509525
10018613,"ELEVATOR","zu Gleis 101/102",1710,2018-07-19 10:51:18,2019-11-13 10:45:12,7.0761377,51.4505611
10018614,"ELEVATOR","zu Gleis 103/104",1710,2018-07-19 10:51:18,2018-09-29 14:30:13,7.0760577,51.450413
10018921,"ELEVATOR","zu Gleis 1/2",1758,2018-07-19 10:51:15,2019-11-13 10:45:10,12.3617634,50.4792203
10018922,"ELEVATOR","von EG zu Tunnel",1758,2018-07-19 10:51:15,2019-11-13 10:45:10,12.3619181,50.478951
10019473,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",1822,2018-07-19 10:51:16,2019-11-13 10:45:10,11.7854055,48.3537136
10019474,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",1822,2018-07-19 10:51:16,2019-11-13 10:45:10,11.7868852,48.3538235
10019485,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",1823,2018-07-19 10:51:15,2019-11-13 10:45:10,11.7641558,48.3521027
10019515,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",1824,2018-07-19 10:51:16,2019-11-13 10:45:10,9.194104027,48.69037388
10019516,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",1824,2018-07-19 10:51:16,2019-11-13 10:45:10,9.1932543,48.6907184
10019908,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",1851,2018-07-19 10:51:18,2019-11-13 10:45:12,8.7007623,50.1018578
10020096,"ELEVATOR","zu Gleis 9/10",1859,2018-07-19 10:51:18,2019-11-13 10:45:12,14.5464887,52.3363696
10020100,"ELEVATOR","zu Gleis 5/6",1859,2018-07-19 10:51:18,2019-11-13 10:45:12,14.5468333,52.3365212
10020102,"ELEVATOR","zu Gleis 11/12",1859,2018-07-19 10:51:18,2019-11-13 10:45:12,14.5462545,52.3362673
10020388,"ELEVATOR","von EG zu 1.OG",1866,2018-07-19 10:51:15,2019-10-18 13:00:36,8.6638005,50.1062542
10020397,"ELEVATOR","von UG zu 2.OG",1866,2018-07-19 10:51:15,2019-11-13 10:45:10,8.66424,50.10614
10020626,"ELEVATOR","DB Lounge",1866,2018-07-19 10:51:16,2019-11-13 10:45:11,8.6640127,50.1068308
10020629,"ELEVATOR","von KG zu 2.OG",1866,2018-07-19 10:51:16,2019-11-13 10:45:11,8.66325,50.10745
10020635,"ELEVATOR","von EG zu C-Ebene",1866,2018-07-19 10:51:16,2019-11-13 10:45:11,8.66495,50.10651
10020636,"ELEVATOR","von EG zu C-Ebene",1866,2018-07-19 10:51:16,2019-11-13 10:45:11,8.66277,50.10794
10020637,"ELEVATOR","von EG zu C-Ebene",1866,2018-07-19 10:51:16,2019-11-13 10:45:11,8.66277,50.10794
10020993,"ELEVATOR","von B-Ebene zu C-Ebene",1866,2018-07-19 10:51:18,2019-11-13 10:45:12,8.66473,50.10705
10021257,"ELEVATOR","zu Gleis 1/2",1873,2018-07-19 10:51:18,2019-11-13 10:45:12,8.6704257,50.0841283
10021334,"ELEVATOR","zu Gleis 2",1891,2018-07-19 10:51:18,2019-11-13 10:45:12,13.3441809,50.9085538
10021338,"ELEVATOR","zu Gleis 4",1891,2018-07-19 10:51:18,2019-11-13 10:45:12,13.3442103,50.9083543
10021339,"ELEVATOR","zu Gleis 1",1891,2018-07-19 10:51:18,2019-11-13 10:45:12,13.3442092,50.9087599
10021769,"ELEVATOR","zu Gleis 1/2",1912,2018-07-19 10:51:15,2019-11-13 10:45:10,13.6376388,50.9884515
10025129,"ELEVATOR","zu Gleis 1/11 (S-Bahn)",2240,2018-07-19 10:51:19,2019-04-11 07:00:16,11.9406142,48.0432503
10025130,"ELEVATOR","zu Gleis 2/3 (S-Bahn)",2240,2018-07-19 10:51:19,2019-11-13 10:45:13,11.9404105,48.0431419
10025452,"ELEVATOR","zu Gleis 1/2",2281,2018-07-19 10:51:17,2019-11-13 10:45:11,11.3729858,48.1955025
10027536,"ELEVATOR","zu Gleis 3/4 Abschnitt D/E",2498,2018-10-01 13:10:14,2018-11-06 14:30:15,11.9866523,51.4772507
10027537,"ELEVATOR","zu Gleis 5/6 Abschnitt D/E",2498,2018-10-01 13:10:14,2018-11-06 14:30:15,11.9869172,51.4773397
10027545,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",2498,2018-07-19 10:51:18,2019-03-29 14:30:22,11.9864052,51.4771683
10027870,"ELEVATOR","Nicht Reisendenrelevant",2514,2018-07-19 10:51:16,2019-11-13 10:45:10,10.00824,53.55248
10028019,"ELEVATOR","zu Gleis 13/14 Abschnitt E",2514,2018-07-19 10:51:18,2019-11-13 10:45:12,10.0058804,53.5531197
10028020,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",2514,2018-07-19 10:51:18,2019-11-13 10:45:12,10.0077828,53.5532639
10028021,"ELEVATOR","zu Gleis 3/4 (S-Bahn)",2514,2018-07-19 10:51:18,2019-09-13 07:00:16,10.0073242,53.553147
10028022,"ELEVATOR","zu Gleis 5/6 Abschnitt D",2514,2018-07-19 10:51:18,2019-11-13 10:45:12,10.0069358,53.5533422
10028028,"ELEVATOR","zu Gleis 7/8 Abschnitt E",2514,2018-07-19 10:51:18,2019-11-13 10:45:12,10.006531,53.553256
10028029,"ELEVATOR","zu Gleis 11/12 Abschnitt E",2514,2018-07-19 10:51:18,2019-11-13 10:45:12,10.0061578,53.5531808
10028237,"ELEVATOR","zu Gleis 8/9 Abschnitt B/C/D",2528,2018-07-19 10:51:19,2018-09-29 14:35:11,7.8075207,51.6780904
10028238,"ELEVATOR","zu Gleis 10/11 Abschnitt C/D",2528,2018-07-19 10:51:19,2019-01-09 10:55:16,7.8072483,51.6780534
10028440,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",2537,2018-07-19 10:51:16,2019-11-13 10:45:10,8.9296658,50.1213127
10029785,"ELEVATOR","zu Gleis 2/3",2726,2018-07-19 10:51:16,2019-11-13 10:45:10,8.8625145,48.5939172
10029786,"ELEVATOR","zu Gleis 4",2726,2018-07-19 10:51:16,2019-11-13 10:45:10,8.8624116,48.5940481
10030070,"ELEVATOR","zu Gleis 2/14",2765,2018-07-19 10:51:17,2019-11-13 10:45:11,9.9524311,52.1600101
10034416,"ELEVATOR","Empfangshalle - 1.OG - 2.OG",3155,2018-07-19 10:51:17,2019-11-13 10:45:11,10.317,47.712
10035596,"ELEVATOR","zu Gleis 4/5",3320,2018-07-19 10:51:16,2019-11-13 10:45:10,6.9583365,50.9433423
10035602,"ELEVATOR","zu Gleis 6/7",3320,2018-07-19 10:51:16,2019-11-13 10:45:10,6.9585662,50.9434381
10035603,"ELEVATOR","zu Gleis 8/9",3320,2018-07-19 10:51:16,2019-11-13 10:45:10,6.9588035,50.9435372
10035616,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",3322,2018-07-19 10:51:16,2019-11-13 10:45:10,6.997654845,50.93553976
10035627,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",3325,2018-07-19 10:51:17,2019-11-13 10:45:11,7.004153388,50.95351504
10035648,"ELEVATOR","zu Gleis 2 (S-Bahn)",3326,2018-07-19 10:51:17,2019-11-13 10:45:11,6.89770581,51.02045723
10035649,"ELEVATOR","zu Gleis 1 (S-Bahn)",3326,2018-07-19 10:51:17,2019-11-13 10:45:11,6.897470073,51.02056031
10035663,"ELEVATOR","zu Gleis 1 (S-Bahn)",3328,2018-07-19 10:51:17,2019-11-13 10:45:11,7.070120445,50.9815161
10035665,"ELEVATOR","zu Gleis 2 (S-Bahn)",3328,2018-07-19 10:51:17,2019-11-13 10:45:11,7.070282404,50.98140586
10035721,"ELEVATOR","zu Gleis 9/10 (S-Bahn)",3329,2018-07-19 10:51:17,2019-11-13 10:45:11,6.97696,50.94108
10035727,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",3331,2018-07-19 10:51:17,2019-11-13 10:45:11,6.9525984,50.9491201
10035743,"ELEVATOR","zu Gleis 6/7 (S-Bahn)",3336,2018-07-19 10:51:17,2019-11-13 10:45:11,7.0128132,50.9569722
10035746,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",3337,2018-07-19 10:51:17,2019-11-13 10:45:11,6.941633829,50.95848644
10035751,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",3338,2018-07-19 10:51:17,2019-11-13 10:45:11,7.00191,50.9899727
10035833,"ELEVATOR","zu Gleis 2 (S-Bahn)",3356,2018-07-19 10:51:17,2019-11-13 10:45:11,14.07893928,50.91955158
10036182,"ELEVATOR","zu Gleis 4/5",3382,2018-07-19 10:51:16,2019-11-13 10:45:11,11.9894167,51.7524524
10036183,"ELEVATOR","zu Gleis 1",3382,2018-07-19 10:51:16,2019-11-13 10:45:11,11.9886992,51.7523286
10036185,"ELEVATOR","zu Gleis 2/3",3382,2018-07-19 10:51:16,2019-11-13 10:45:11,11.9890278,51.7523926
10037546,"ELEVATOR","zu Gleis 3/4",3535,2018-07-19 10:51:17,2019-11-13 10:45:11,6.9382692,51.102531
10038110,"ELEVATOR","zu Gleis 1",3626,2018-07-19 10:51:17,2019-11-13 10:45:11,9.1424289,48.6973439
10038200,"ELEVATOR","zu Gleis 1/2",3637,2018-07-19 10:51:18,2019-11-13 10:45:12,12.3739945,51.3630634
10038232,"ELEVATOR","zu Gleis 2",3643,2018-07-19 10:51:18,2019-05-24 07:00:19,12.3536605,51.3650111
10038350,"ELEVATOR","von EG zu Tunnel",3660,2018-07-19 10:51:18,2019-11-13 10:45:12,12.37303087,50.5731015
10038541,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",3692,2018-07-19 10:51:16,2019-11-13 10:45:10,6.9878299,51.0464997
10038544,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",3693,2018-07-19 10:51:16,2019-11-13 10:45:10,6.96349,51.06423
10038566,"ELEVATOR","zu Gleis 1/2",3700,2018-07-19 10:51:16,2019-11-13 10:45:10,11.0592875,50.14624
10038569,"ELEVATOR","zu Gleis 6/7",3700,2018-07-19 10:51:16,2019-11-13 10:45:10,11.0589543,50.1464904
10038570,"ELEVATOR","zu Gleis 3/5",3700,2018-07-19 10:51:16,2019-11-13 10:45:10,11.059124,50.146364
10039759,"ELEVATOR","zu Gleis 8/9",3807,2018-07-19 10:51:19,2019-11-13 10:45:13,10.6696041,53.8678298
10039760,"ELEVATOR","zu Gleis 1/2",3807,2018-07-19 10:51:19,2019-11-13 10:45:13,10.6701326,53.8673328
10039761,"ELEVATOR","zu Gleis 4/5",3807,2018-07-19 10:51:19,2019-11-13 10:45:13,10.6699413,53.8675129
10039762,"ELEVATOR","zu Gleis 6/7",3807,2018-07-19 10:51:19,2019-11-13 10:45:13,10.6697661,53.8676746
10040373,"ELEVATOR","zu Gleis 4/5",3855,2018-07-19 10:51:17,2019-11-13 10:45:11,10.4201246,53.2496284
10040488,"ELEVATOR","zu Gleis 2/3",3863,2018-07-19 10:51:17,2019-11-13 10:45:12,12.661577,51.8678584
10040496,"ELEVATOR","zu Gleis 4",3863,2018-07-19 10:51:17,2019-11-13 10:45:12,12.661807,51.8677648
10040497,"ELEVATOR","zu Gleis 1",3863,2018-07-19 10:51:17,2019-11-13 10:45:12,12.6620223,51.8676789
10040574,"ELEVATOR","zu Gleis 5",3881,2018-07-19 10:51:18,2019-03-13 14:30:18,11.627175,52.1311464
10040575,"ELEVATOR","zu Gleis 6",3881,2018-07-19 10:51:18,2019-01-08 14:30:16,11.6266811,52.1312017
10041367,"ELEVATOR","zu Gleis 1 (S-Bahn)",3983,2018-07-19 10:51:15,2019-05-30 07:00:13,7.1318215,51.6831703
10042243,"ELEVATOR","zu Gleis 10/11",4120,2018-07-19 10:51:17,2019-11-13 10:45:12,8.9347769,52.2906909
10042508,"ELEVATOR","zu Gleis 8/9 (S-Bahn)",4162,2018-07-19 10:51:19,2019-11-13 10:45:13,6.4465614,51.1964144
10042651,"ELEVATOR","zu Gleis 2/3",4172,2018-07-19 10:51:15,2019-07-09 07:00:12,11.9302717,48.4697787
10042652,"ELEVATOR","zu Gleis 1",4172,2018-07-19 10:51:15,2019-07-09 07:00:12,11.930489,48.4697429
10043044,"ELEVATOR","zu Gleis 2/3 (S-Bahn)",4221,2018-07-19 10:51:16,2019-11-13 10:45:10,6.8525317,51.4491261
10043045,"ELEVATOR","zu Gleis 4/5 (S-Bahn)",4221,2018-07-19 10:51:16,2018-09-29 14:35:09,6.8526474,51.4492699
10043217,"ELEVATOR","zu Gleis 1/2",4232,2018-07-19 10:51:16,2019-11-13 10:45:10,11.5486828,48.1419606
10045563,"ELEVATOR","zu Gleis 1",4351,2018-07-19 10:51:19,2019-11-13 10:45:13,8.665822086,50.05314482
10045945,"ELEVATOR","zu Gleis 2/3",4389,2018-07-19 10:51:16,2019-11-13 10:45:11,11.6603162,48.3211608
10046237,"ELEVATOR","zu Gleis 5",4416,2018-07-19 10:51:16,2019-11-13 10:45:10,11.4566546,49.2732314
10046359,"ELEVATOR","Verwaltungsgebäude",4420,2018-07-19 10:51:17,2019-11-13 10:45:11,9.98067,54.07624
10046740,"ELEVATOR","zu Gleis 5/6",5450,2018-07-19 10:51:18,2019-11-13 10:45:12,11.37481414,50.65041291
10047061,"ELEVATOR","von EG zu Tunnel",4484,2018-07-19 10:51:17,2019-11-13 10:45:11,13.4404625,50.9012162
10047062,"ELEVATOR","zu Gleis 1/2",4484,2018-07-19 10:51:17,2019-11-13 10:45:11,13.4405369,50.9013169
10047338,"ELEVATOR","zu Gleis 3/4",4548,2018-07-19 10:51:19,2019-11-13 10:45:13,9.2175949,52.6455422
10047570,"ELEVATOR","zu Gleis 2/3",4583,2018-07-19 10:51:16,2019-11-13 10:45:10,6.7308552,51.1609414
10047609,"ELEVATOR","zu Gleis 4/5 Abschnitt F",4593,2018-07-19 10:51:17,2019-11-13 10:45:11,11.0811906,49.445378
10047822,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",4597,2018-07-19 10:51:17,2019-11-13 10:45:11,11.0973516,49.4479503
10048169,"ELEVATOR","zu Gleis 4/5",1379,2018-07-19 10:51:16,2019-11-13 10:45:11,6.7774493,51.3651435
10049332,"ELEVATOR","zu Gleis 3/4",4765,2018-07-19 10:51:16,2019-11-13 10:45:11,8.2226323,53.1440693
10049567,"ELEVATOR","zu Gleis 20/24",4777,2018-07-19 10:51:17,2019-11-13 10:45:11,13.2490743,52.7544697
10049573,"ELEVATOR","zu Gleis 26/28",4777,2018-07-19 10:51:17,2019-11-13 10:45:11,13.2488812,52.7544165
10049574,"ELEVATOR","zu Gleis 30/32 (S-Bahn)",4777,2018-07-19 10:51:17,2019-11-13 10:45:11,13.2485725,52.7543684
10049662,"ELEVATOR","zu Gleis 3",4783,2018-07-19 10:51:18,2019-11-13 10:45:12,13.1059952,51.3115734
10049722,"ELEVATOR","zu Gleis 19",4787,2018-07-19 10:51:18,2018-09-29 14:30:13,8.06106,52.27286
10050999,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",4950,2018-07-19 10:51:19,2019-11-13 10:45:13,13.4732315,52.4785438
10051248,"ELEVATOR","zu Gleis 3/4",4955,2018-07-19 10:51:18,2019-11-13 10:45:12,12.130167,50.5059554
10052978,"ELEVATOR","EG - 1.OG - 2.OG",5169,2018-07-19 10:51:16,2019-11-13 10:45:11,12.10033,49.01225
10053125,"ELEVATOR","zu Gleis 4/5",5187,2018-07-19 10:51:18,2019-11-13 10:45:12,12.2928955,50.6280159
10053126,"ELEVATOR","zu Gleis 1",5187,2018-07-19 10:51:18,2019-11-13 10:45:12,12.29287384,50.62767166
10053351,"ELEVATOR","zu Gleis 1/2",5223,2018-07-19 10:51:15,2019-11-13 10:45:10,9.67042672,54.30272841
10053352,"ELEVATOR","zu Gleis 3/4",5223,2018-07-19 10:51:15,2019-11-13 10:45:10,9.670615481,54.30280752
