"equipmentnumber","type","description","stationnumber","createdAt","updatedAt","x","y"
10440836,"ELEVATOR","zu Gleis 1",4017,2018-07-19 10:51:17,2019-11-13 10:45:11,8.8131751,49.3205154
10440838,"ELEVATOR","zu Gleis 2/3",4017,2018-07-19 10:51:17,2019-11-13 10:45:11,8.8130491,49.3203615
10440840,"ELEVATOR","zu Gleis 1",394,2018-07-19 10:51:17,2019-11-13 10:45:11,8.783475,49.3590945
10440843,"ELEVATOR","zu Gleis 2",394,2018-07-19 10:51:17,2019-11-13 10:45:11,8.7832989,49.3591482
10440848,"ELEVATOR","zu Gleis 4",4317,2018-07-19 10:51:17,2019-11-13 10:45:11,8.7879877,49.3935582
10441373,"ELEVATOR","zu Gleis 1/2",4248,2018-07-19 10:51:17,2019-11-13 10:45:11,11.633373,48.1339871
10441633,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",2515,2018-07-19 10:51:18,2019-11-13 10:45:12,9.94873,53.56198
10441677,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",2545,2018-07-19 10:51:18,2019-11-13 10:45:13,9.7413504,52.3767027
10441678,"ELEVATOR","zu Gleis 3/4",2545,2018-07-19 10:51:18,2019-11-13 10:45:13,9.7415293,52.3768518
10441679,"ELEVATOR","zu Gleis 9/10",2545,2018-07-19 10:51:18,2019-11-13 10:45:13,9.7419962,52.3772322
10441680,"ELEVATOR","zu Gleis 11/12",2545,2018-07-19 10:51:18,2019-11-13 10:45:13,9.7421768,52.3773814
10441681,"ELEVATOR","zu Gleis 13/14 (S-Bahn)",2545,2018-07-19 10:51:18,2019-11-13 10:45:13,9.7423743,52.377501
10441824,"ELEVATOR","zu Gleis 1/2",1810,2018-07-19 10:51:17,2019-11-13 10:45:12,9.437160544,54.77374829
10441825,"ELEVATOR","zu Gleis 4/5",1810,2018-07-19 10:51:17,2019-11-13 10:45:12,9.4374409,54.7740383
10441834,"ELEVATOR","zu Gleis 1",5219,2018-07-19 10:51:17,2019-11-13 10:45:12,7.2531761,51.1904799
10441867,"ELEVATOR","zu Gleis 1",4789,2018-07-19 10:51:17,2019-11-13 10:45:12,11.7601169,52.7877298
10441868,"ELEVATOR","zu Gleis 2",4789,2018-07-19 10:51:17,2019-11-13 10:45:12,11.7606863,52.7878005
10441980,"ELEVATOR","zu Gleis 1/2",4999,2018-07-19 10:51:18,2019-11-13 10:45:12,7.0646,50.8830363
10441985,"ELEVATOR","zu Gleis 1/2",4999,2018-07-19 10:51:18,2019-11-13 10:45:12,7.0647733,50.8828485
10442894,"ELEVATOR","zu Gleis 2/3",5773,2018-07-19 10:51:16,2019-11-13 10:45:10,6.9579512,50.7953662
10443228,"ELEVATOR","zu Gleis 1/2",1603,2018-07-19 10:51:16,2019-11-13 10:45:10,7.3435663,51.3050118
10443274,"ELEVATOR","zu Gleis 1/2",1306,2018-07-19 10:51:15,2019-11-13 10:45:10,7.4990843,51.4879828
10443278,"ELEVATOR","zu Gleis 3/4",1306,2018-07-19 10:51:15,2019-11-13 10:45:10,7.4990375,51.4878654
10443343,"ELEVATOR","zu Gleis 13/14 Abschnitt B/C",4648,2018-07-19 10:51:16,2019-11-13 10:45:10,6.85145,51.47496
10443485,"ELEVATOR","zu Gleis 21/22",1690,2018-07-19 10:51:18,2019-11-13 10:45:13,7.0156653,51.452017
10443515,"ELEVATOR","zu Gleis 3/4 (S-Bahn)",546,2018-07-19 10:51:19,2019-11-13 10:45:13,13.4700714,52.6157523
10443577,"ELEVATOR","zu Gleis 2/3",2708,2018-07-19 10:51:19,2019-11-13 10:45:13,8.6639579,52.1195519
10443579,"ELEVATOR","zu Gleis 1",2708,2018-07-19 10:51:19,2019-11-13 10:45:13,8.6641639,52.1194797
10443869,"ELEVATOR","zu Gleis 2/3",4965,2018-07-19 10:51:16,2019-11-13 10:45:11,7.869193705,51.23178967
10444003,"ELEVATOR","zu Gleis 2/3",2262,2018-07-19 10:51:19,2019-11-13 10:45:13,7.599458415,52.08962373
10444151,"ELEVATOR","zu Gleis 2/3",868,2018-07-19 10:51:18,2019-11-13 10:45:12,8.5994036,53.5350639
10444152,"ELEVATOR","zu Gleis 4/5",868,2018-07-19 10:51:18,2019-11-13 10:45:12,8.599674,53.5350914
10444200,"ELEVATOR","zu Gleis 1",2503,2018-07-19 10:51:18,2019-11-13 10:45:12,11.9210207,51.4786578
10444201,"ELEVATOR","zu Gleis 2",2503,2018-07-19 10:51:18,2019-11-13 10:45:12,11.9208202,51.4786463
10444258,"ELEVATOR","zu Gleis 3/4",488,2018-07-19 10:51:18,2019-11-13 10:45:12,8.616729,49.6805435
10444451,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",6998,2018-07-19 10:51:17,2019-11-13 10:45:11,13.5331,52.6592803
10444545,"ELEVATOR","zu Gleis 2/3",5440,2018-07-19 10:51:16,2019-11-13 10:45:10,8.4131741,49.9914569
10444613,"ELEVATOR","zu Gleis 1",1015,2018-07-19 10:51:16,2019-11-13 10:45:10,9.6880936,53.4705832
10444614,"ELEVATOR","zu Gleis 2/3/4",1015,2018-07-19 10:51:16,2019-11-13 10:45:10,9.688127,53.4704393
10444616,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",4817,2018-07-19 10:51:16,2019-11-13 10:45:10,9.8866475,53.5592149
10444740,"ELEVATOR","zu Gleis 1/2",4825,2018-07-19 10:51:18,2019-11-13 10:45:12,11.8787313,48.2179164
10444912,"ELEVATOR","zu Gleis 1/2",4763,2018-07-19 10:51:17,2019-11-13 10:45:11,11.3340189,48.2102876
10444918,"ELEVATOR","zu Gleis 5/6",3909,2018-07-19 10:51:17,2019-11-13 10:45:12,11.2579337,48.2140934
10445182,"ELEVATOR","zu Gleis 1/4",4284,2018-07-19 10:51:16,2019-11-13 10:45:10,11.1930857,47.6824826
10445184,"ELEVATOR","zu Gleis 2/3",4284,2018-07-19 10:51:16,2019-11-13 10:45:10,11.19264808,47.68244553
10445186,"ELEVATOR","zu Gleis 1",4134,2018-07-19 10:51:16,2019-11-13 10:45:10,11.26564203,47.44019193
10445189,"ELEVATOR","zu Gleis 2/3",4134,2018-07-19 10:51:16,2019-11-13 10:45:10,11.26585148,47.44023022
10445190,"ELEVATOR","zu Gleis 1",2014,2018-07-19 10:51:18,2019-11-13 10:45:12,11.0972464,47.4915319
10445191,"ELEVATOR","zu Gleis 2/3",2014,2018-07-19 10:51:18,2019-11-13 10:45:12,11.09704269,47.49149408
10445192,"ELEVATOR","zu Gleis 4/5",2014,2018-07-19 10:51:18,2019-11-13 10:45:12,11.0968838,47.4914257
10445260,"ELEVATOR","zu Gleis 1/2",2825,2018-07-19 10:51:19,2019-11-13 10:45:13,9.395660912,51.49888876
10445351,"ELEVATOR","zu Gleis 1",4772,2018-07-19 10:51:19,2019-11-13 10:45:13,8.3588183,49.856635
10445353,"ELEVATOR","zu Gleis 3",4772,2018-07-19 10:51:19,2019-11-13 10:45:13,8.3585327,49.8565642
10445647,"ELEVATOR","zu Gleis 1",573,2018-07-19 10:51:17,2019-11-13 10:45:11,11.7514802,51.7958525
10445650,"ELEVATOR","zu Gleis 2/3",573,2018-07-19 10:51:17,2019-11-13 10:45:11,11.7516614,51.7959059
10446138,"ELEVATOR","zu Gleis 2/3",432,2018-07-19 10:51:17,2019-11-13 10:45:11,14.4287539,51.1730862
10446554,"ELEVATOR","zu Gleis 1/2",4955,2018-07-19 10:51:18,2019-11-13 10:45:13,12.1301091,50.5058026
10446639,"ELEVATOR","zu Gleis 5/6",2636,2018-07-19 10:51:19,2019-11-13 10:45:13,13.859123,50.9807944
10446724,"ELEVATOR","zu Gleis 2/3",4174,2018-07-19 10:51:18,2019-11-13 10:45:12,8.5660032,49.9799931
10447007,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",2509,2018-07-19 10:51:19,2019-11-13 10:45:13,9.8379705,53.6309724
10447014,"ELEVATOR","zu Gleis 3",4688,2018-07-19 10:51:19,2019-11-13 10:45:13,11.5584227,48.2582325
10447016,"ELEVATOR","zu Gleis 1/2",4688,2018-07-19 10:51:19,2019-11-13 10:45:13,11.5586259,48.2581747
10447017,"ELEVATOR","von EG zu Tunnel",4688,2018-07-19 10:51:19,2019-11-13 10:45:13,11.5583078,48.2582392
10447402,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",4557,2018-07-19 10:51:17,2019-11-13 10:45:11,13.1932163,52.432298
10447482,"ELEVATOR","zu Gleis 1 (S-Bahn)",631,2018-07-19 10:51:17,2019-11-13 10:45:11,13.5549641,52.513201
10447483,"ELEVATOR","zu Gleis 2 (S-Bahn)",631,2018-07-19 10:51:17,2019-11-13 10:45:11,13.5549686,52.5130583
10447697,"ELEVATOR","zu Gleis 1/2",7183,2018-07-19 10:51:16,2019-11-13 10:45:10,9.6919956,52.4096005
10447698,"ELEVATOR","zu Gleis 1/2",3674,2018-07-19 10:51:16,2019-11-13 10:45:10,9.6390187,52.3940446
10447699,"ELEVATOR","zu Gleis 2/3",7181,2018-07-19 10:51:16,2019-11-13 10:45:10,9.8075451,52.3743917
10447700,"ELEVATOR","zu Gleis 1",7181,2018-07-19 10:51:16,2019-11-13 10:45:10,9.8075366,52.374599
10447953,"ELEVATOR","von EG zu Tunnel",7068,2018-07-19 10:51:19,2019-11-13 10:45:13,12.4767431,50.7150935
10447959,"ELEVATOR","zu Gleis 7/8",7068,2018-07-19 10:51:19,2019-11-13 10:45:13,12.476082,50.7144644
10447961,"ELEVATOR","zu Gleis 5/6",7068,2018-07-19 10:51:19,2019-11-13 10:45:13,12.4761338,50.7146034
10447962,"ELEVATOR","zu Gleis 3/4",7068,2018-07-19 10:51:19,2019-11-13 10:45:13,12.4758272,50.7153667
10447963,"ELEVATOR","zu Gleis 1/2",7068,2018-07-19 10:51:19,2019-11-13 10:45:13,12.4756679,50.7154941
10447988,"ELEVATOR","von EG zu Tunnel",1084,2018-07-19 10:51:19,2019-11-13 10:45:13,12.3928707,50.8155095
10447991,"ELEVATOR","zu Gleis 2",1084,2018-07-19 10:51:19,2019-11-13 10:45:13,12.3930929,50.8155849
10448019,"ELEVATOR","zu Gleis 2/3 (S-Bahn)",687,2018-07-19 10:51:15,2019-11-13 10:45:09,9.8143344,53.5643081
10448156,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",2843,2018-07-19 10:51:16,2019-11-13 10:45:10,10.0683945,53.6356639
10448197,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",4345,2018-07-19 10:51:16,2019-11-13 10:45:10,10.1812701,53.48794603
10448237,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",2803,2018-07-19 10:51:18,2019-11-13 10:45:12,9.8423702,53.5612133
10448270,"ELEVATOR","zu Gleis 2",3741,2018-07-19 10:51:18,2019-11-13 10:45:12,7.322403607,52.5206628
10448345,"ELEVATOR","Ladenzeile - Dachgeschoss",1866,2018-07-19 10:51:19,2019-11-13 10:45:13,8.66325,50.10745
10448351,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",116,2018-07-19 10:51:19,2019-11-13 10:45:13,13.5597,52.4078731
10448877,"ELEVATOR","zu Gleis 1/2",4420,2018-07-19 10:51:17,2019-11-13 10:45:11,9.9803284,54.0763144
10448878,"ELEVATOR","zu Gleis 3/4 Abschnitt E",4420,2018-07-19 10:51:17,2019-11-13 10:45:11,9.9801067,54.0763556
10448880,"ELEVATOR","zu Gleis 5/6 Abschnitt C",4420,2018-07-19 10:51:17,2019-11-13 10:45:11,9.9798685,54.0764005
10448899,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",7146,2018-07-19 10:51:17,2019-11-13 10:45:11,13.3543328,52.4489068
10448904,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",6824,2018-07-19 10:51:16,2019-11-13 10:45:10,13.3358087,52.5961894
10448906,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",7720,2018-07-19 10:51:16,2019-11-13 10:45:10,13.3275304,52.4294023
10448907,"ELEVATOR","zu Gleis 5/6 (S-Bahn)",559,2018-07-19 10:51:16,2019-09-24 07:00:11,13.5090913,52.4554586
10448910,"ELEVATOR","zu Gleis 3/4 (S-Bahn)",5523,2018-07-19 10:51:16,2019-11-13 10:45:10,13.3198177,52.505119
10448911,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",532,2018-07-19 10:51:16,2019-11-13 10:45:10,13.3880175,52.5320384
10448912,"ELEVATOR","zu Gleis 3/4 (S-Bahn)",532,2018-07-19 10:51:16,2019-11-13 10:45:10,13.3881913,52.532138
10448914,"ELEVATOR","zu Gleis 4/6 (S-Bahn)",661,2018-07-19 10:51:16,2019-11-13 10:45:10,13.2887589,52.6878365
10448915,"ELEVATOR","zu Gleis 31 (S-Bahn)",1645,2018-07-19 10:51:16,2019-11-13 10:45:10,13.75195046,52.42792489
10448916,"ELEVATOR","zu Gleis 5",2268,2018-07-19 10:51:16,2019-11-13 10:45:10,13.1286558,52.3941879
10448917,"ELEVATOR","zu Gleis 1/2",2268,2018-07-19 10:51:16,2019-11-13 10:45:10,13.1285927,52.3945647
10449040,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",3537,2018-07-19 10:51:18,2019-11-13 10:45:12,9.930948,53.5794383
10449073,"ELEVATOR","zu Gleis 2/3",2574,2018-07-19 10:51:18,2019-11-13 10:45:12,11.5547719,49.4990422
10449075,"ELEVATOR","zu Gleis 17/18",1866,2018-07-19 10:51:18,2019-11-13 10:45:12,8.6626,50.10725
10450174,"ELEVATOR","zu Gleis 1/2",4949,2018-07-19 10:51:16,2019-11-13 10:45:11,11.4135472,48.1053724
10450192,"ELEVATOR","zu Gleis 1/2",4271,2018-07-19 10:51:16,2019-11-13 10:45:11,11.443849,48.1490016
10450460,"ELEVATOR","zu Gleis 2/3",8258,2018-07-19 10:51:16,2019-11-13 10:45:10,7.5899311,50.3576294
10450716,"ELEVATOR","zu Gleis 2/5 (S-Bahn)",4751,2018-07-19 10:51:19,2019-11-13 10:45:13,10.031886,53.6210148
10451154,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",6197,2018-07-19 10:51:19,2019-11-13 10:45:13,9.81347,53.6446186
10451539,"ELEVATOR","zu Gleis 1",4952,2018-07-19 10:51:17,2019-11-13 10:45:11,12.8635177,48.7793439
10451540,"ELEVATOR","zu Gleis 2/3",4952,2018-07-19 10:51:17,2019-11-13 10:45:11,12.8635181,48.7794777
10451546,"ELEVATOR","zu Gleis 4/5",4952,2018-07-19 10:51:17,2019-11-13 10:45:11,12.8635182,48.779616
10451549,"ELEVATOR","zu Gleis 6/8",4952,2018-07-19 10:51:17,2019-11-13 10:45:11,12.8635208,48.779762
10452116,"ELEVATOR","zu Gleis 1",4396,2018-07-19 10:51:15,2019-11-13 10:45:09,11.5513914,49.6266265
10452117,"ELEVATOR","zu Gleis 2/3",4396,2018-07-19 10:51:15,2019-11-13 10:45:09,11.5516848,49.6265084
10452894,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",6399,2018-07-19 10:51:17,2019-11-13 10:45:11,10.0128011,53.5208173
10453073,"ELEVATOR","zu Gleis 2/3",4702,2018-07-19 10:51:18,2019-11-13 10:45:12,8.588644033,50.19908924
10453206,"ELEVATOR","zu Gleis 1",144,2018-07-19 10:51:16,2019-11-13 10:45:11,7.4042739,50.4346823
10453207,"ELEVATOR","zu Gleis 2/3/24",144,2018-07-19 10:51:16,2019-11-13 10:45:11,7.4043417,50.4347721
10453208,"ELEVATOR","zu Gleis 1/14/15",4464,2018-07-19 10:51:16,2019-11-13 10:45:11,7.473690011,50.43119599
10453209,"ELEVATOR","zu Gleis 2/3",4464,2018-07-19 10:51:16,2019-11-13 10:45:11,7.473672142,50.43139238
10453223,"ELEVATOR","von EG zu Tunnel",2862,2018-07-19 10:51:16,2019-11-13 10:45:11,12.7060947,50.7985135
10453224,"ELEVATOR","zu Gleis 1/2",2862,2018-07-19 10:51:16,2019-11-13 10:45:11,12.7060884,50.798623
10453235,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",3518,2018-07-19 10:51:16,2019-11-13 10:45:11,10.03802796,53.5612336
10453526,"ELEVATOR","zu Gleis 2/3",89,2018-07-19 10:51:16,2019-11-13 10:45:10,12.443808,50.9972694
10453807,"ELEVATOR","zu Gleis 1/2",835,2018-07-19 10:51:17,2019-11-13 10:45:12,10.5400206,52.2523984
10454144,"ELEVATOR","zu Gleis 1/2 Abschnitt E/F",3107,2018-07-19 10:51:19,2019-11-13 10:45:13,8.4006988,48.9936899
10454145,"ELEVATOR","zu Gleis 3/4 Abschnitt E/F",3107,2018-07-19 10:51:19,2019-11-13 10:45:13,8.4008048,48.9935124
10454156,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",571,2018-07-19 10:51:19,2019-11-13 10:45:13,13.5925984,52.6761324
10454428,"ELEVATOR","zu Gleis 2/3",5035,2018-07-19 10:51:18,2019-11-13 10:45:12,12.34687908,47.85537978
10454439,"ELEVATOR","zu Gleis 1",5035,2018-07-19 10:51:18,2019-11-13 10:45:12,12.34668474,47.85523881
10454887,"ELEVATOR","zu Gleis 14/17",4280,2018-07-19 10:51:16,2019-11-13 10:45:10,7.6362526,51.9564281
10454921,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",541,2018-07-19 10:51:18,2019-11-13 10:45:12,13.2618334,52.48878479
10454922,"ELEVATOR","zu Gleis 3/4 (S-Bahn)",541,2018-07-19 10:51:18,2019-11-13 10:45:12,13.26201185,52.48865979
10455103,"ELEVATOR","zu Gleis 2/3",4718,2018-07-19 10:51:17,2019-11-13 10:45:11,11.2540384,49.3627239
10455109,"ELEVATOR","zu Gleis 1-4",2636,2018-07-19 10:51:17,2019-11-13 10:45:11,13.8593341,50.9810482
10455221,"ELEVATOR","zu Gleis 1/13",6279,2018-07-19 10:51:16,2019-11-13 10:45:10,9.0553039,48.5158556
10455222,"ELEVATOR","zu Gleis 2/3/9/12",6279,2018-07-19 10:51:16,2019-11-13 10:45:10,9.0553612,48.5156827
10455276,"ELEVATOR","zu Gleis 2/3",1783,2018-07-19 10:51:15,2019-11-13 10:45:10,11.2035065,49.3820748
10455364,"ELEVATOR","von Gleis 1/2 (S-Bahn) zu U5",549,2018-07-19 10:51:16,2019-11-13 10:45:10,13.4995074,52.510862
10455367,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",6899,2018-07-19 10:51:16,2019-11-13 10:45:10,13.5531722,52.4690661
10455433,"ELEVATOR","Gleis 1/2 - EG - UG",53,2018-07-19 10:51:19,2019-11-13 10:45:13,13.4119673,52.520918
10455435,"ELEVATOR","zu Gleis 3/4 (S-Bahn)",53,2018-07-19 10:51:19,2019-11-13 10:45:13,13.4121267,52.5210161
10455436,"ELEVATOR","zu Gleis 1 (S-Bahn)",7910,2018-07-19 10:51:19,2019-11-13 10:45:13,13.5644691,52.6684213
10455437,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",7762,2018-07-19 10:51:19,2019-11-13 10:45:13,13.3139335,52.4184452
10455442,"ELEVATOR","zu Gleis 3/4 (S-Bahn)",475,2018-07-19 10:51:19,2019-11-13 10:45:13,13.3474821,52.5200227
10455443,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",538,2018-07-19 10:51:19,2019-11-13 10:45:13,13.6249337,52.4573692
10455444,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",6123,2018-07-19 10:51:19,2019-11-13 10:45:13,13.2732792,52.4361066
10455445,"ELEVATOR","zu Gleis 1/3 (S-Bahn)",6251,2018-07-19 10:51:19,2019-11-13 10:45:13,13.461658,52.4938342
10455447,"ELEVATOR","zu Gleis 2/4 (S-Bahn)",6251,2018-07-19 10:51:19,2019-11-13 10:45:13,13.4618988,52.4937547
10455448,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",7730,2018-07-19 10:51:19,2019-11-13 10:45:13,13.3090113,52.4108754
10455449,"ELEVATOR","von EG zu Tunnel",7730,2018-07-19 10:51:19,2019-11-13 10:45:13,13.3087097,52.4109699
10455451,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",7736,2018-07-19 10:51:19,2019-11-13 10:45:13,13.45549685,52.47273907
10455452,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",5026,2018-07-19 10:51:19,2019-11-13 10:45:13,13.4267267,52.5445399
10455453,"ELEVATOR","zu Gleis 5/6 (S-Bahn)",3067,2018-07-19 10:51:19,2019-11-13 10:45:13,13.300537,52.5305734
10455454,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",5665,2018-07-19 10:51:19,2019-11-13 10:45:13,13.4148794,52.5493865
10455637,"ELEVATOR","zu Gleis 2 (S-Bahn)",1797,2018-07-19 10:51:17,2019-11-13 10:45:12,11.1741893,49.4131385
10455669,"ELEVATOR","zu Gleis 2/4",4416,2018-07-19 10:51:18,2019-11-13 10:45:12,11.4567967,49.2733287
10455771,"ELEVATOR","zu Gleis 1",4502,2018-07-19 10:51:18,2019-11-13 10:45:12,8.3507458,50.1499609
10455962,"ELEVATOR","zu Gleis 2/3",379,2018-07-19 10:51:17,2019-11-13 10:45:11,11.0370067,49.6560533
10456524,"ELEVATOR","zu Gleis 1",1156,2018-07-19 10:51:16,2019-11-13 10:45:10,12.3452505,51.5250055
10456525,"ELEVATOR","zu Gleis 2/3",1156,2018-07-19 10:51:16,2019-11-13 10:45:10,12.345535,51.5249925
10456613,"ELEVATOR","von EG zu Tunnel (Nord)",3971,2018-07-19 10:51:16,2019-11-13 10:45:10,11.8609685,48.1931816
10456614,"ELEVATOR","von EG zu Tunnel (Süd)",3971,2018-07-19 10:51:16,2019-11-13 10:45:10,11.8615643,48.1928075
10456682,"ELEVATOR","zu Gleis 1",432,2018-07-19 10:51:16,2019-11-13 10:45:10,14.4288969,51.1731919
10457002,"ELEVATOR","von EG zu Tunnel",1061,2018-07-19 10:51:16,2019-11-13 10:45:10,7.166562596,50.15321389
10457003,"ELEVATOR","zu Gleis 1",1061,2018-07-19 10:51:16,2019-11-13 10:45:10,7.167036272,50.15311935
10457011,"ELEVATOR","zu Gleis 2/4",1061,2018-07-19 10:51:16,2019-11-13 10:45:10,7.166773059,50.1530917
10457218,"ELEVATOR","von EG zu Brücke",631,2018-07-19 10:51:18,2019-11-13 10:45:13,13.5549494,52.5129002
10457314,"ELEVATOR","zu Gleis 1/2",4657,2018-07-19 10:51:19,2019-11-13 10:45:13,10.10715199,48.78216456
10457315,"ELEVATOR","von EG zu Tunnel",4657,2018-07-19 10:51:19,2019-11-13 10:45:13,10.10709635,48.78222082
10457320,"ELEVATOR","zu Gleis 2/3",6127,2018-07-19 10:51:19,2019-11-13 10:45:13,9.7606522,48.6834261
10457321,"ELEVATOR","zu Gleis 1",6127,2018-07-19 10:51:19,2019-11-13 10:45:13,9.7604294,48.6832885
10457765,"ELEVATOR","zu Gleis 1/2",3884,2018-07-19 10:51:17,2019-11-13 10:45:11,11.63009122,52.10927311
10457766,"ELEVATOR","zu Gleis 3/4",3884,2018-07-19 10:51:17,2019-11-13 10:45:11,11.62988582,52.10919046
10457767,"ELEVATOR","zu Gleis 1/2",3887,2018-07-19 10:51:17,2019-08-21 07:00:08,11.6410593,52.14843
10457768,"ELEVATOR","zu Gleis 3/4",3887,2018-07-19 10:51:17,2019-08-21 07:00:08,11.6409202,52.1485275
10457769,"ELEVATOR","zu Gleis 1/2",5645,2018-07-19 10:51:17,2019-11-13 10:45:11,11.7329896,52.0186832
10457770,"ELEVATOR","zu Gleis 3/4",5645,2018-07-19 10:51:17,2019-11-13 10:45:11,11.7332252,52.0187374
10457810,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",560,2018-07-19 10:51:15,2019-11-13 10:45:10,13.3803815,52.5718531
10457932,"ELEVATOR","zu Gleis 1",4967,2018-07-19 10:51:16,2019-11-13 10:45:10,9.4117977,48.7130432
10457933,"ELEVATOR","zu Gleis 9/10",4967,2018-07-19 10:51:16,2019-11-13 10:45:10,9.410957,48.7126977
10457999,"ELEVATOR","zu Gleis 1",2387,2018-07-19 10:51:16,2019-11-13 10:45:10,9.4205554,48.8104151
10458000,"ELEVATOR","zu Gleis 2/3",2387,2018-07-19 10:51:18,2019-11-13 10:45:12,9.4205167,48.8102619
10458218,"ELEVATOR","zu Gleis 1",4015,2018-07-19 10:51:17,2019-11-13 10:45:11,9.558595126,47.6996807
10458219,"ELEVATOR","zu Gleis 2",4015,2018-07-19 10:51:17,2019-11-13 10:45:11,9.558242002,47.69970266
10458220,"ELEVATOR","zu Gleis 1",5987,2018-07-19 10:51:17,2019-11-13 10:45:11,9.5238494,47.6721878
10458221,"ELEVATOR","zu Gleis 2",5987,2018-07-19 10:51:17,2019-11-13 10:45:11,9.5238103,47.6723561
10458509,"ELEVATOR","zu Gleis 2/3",3377,2018-07-19 10:51:19,2019-11-13 10:45:13,9.1215822,48.8264648
10458700,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",2944,2018-07-19 10:51:18,2019-11-13 10:45:12,13.3792396,52.5445826
10458721,"ELEVATOR","zu Gleis 4/5 Abschnitt A/B",3403,2018-07-19 10:51:18,2019-11-13 10:45:12,6.5700892,51.3254755
10458722,"ELEVATOR","zu Gleis 1 Abschnitt A/B",3403,2018-07-19 10:51:18,2019-11-13 10:45:12,6.5697732,51.3258376
10458723,"ELEVATOR","zu Gleis 1",5083,2018-07-19 10:51:18,2019-11-13 10:45:12,13.9131047,51.1117746
10458724,"ELEVATOR","zu Gleis 2",5083,2018-07-19 10:51:18,2019-11-13 10:45:12,13.9129739,51.1116853
10458728,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",1941,2018-07-19 10:51:18,2019-11-13 10:45:12,10.0574187,53.576088
10458729,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",78,2018-07-19 10:51:18,2019-11-13 10:45:12,10.0355368,53.597362
10458730,"ELEVATOR","zu Gleis 1/2 (S-Bahn)",376,2018-07-19 10:51:18,2019-11-13 10:45:12,9.9116045,53.5600664
10459780,"ELEVATOR","zu Gleis 2/3 Abschnitt A/B",3403,2018-07-19 10:51:16,2019-11-13 10:45:10,6.5699185,51.325657
10459810,"ELEVATOR","zu Gleis 2/3",1877,2018-07-19 10:51:19,2019-11-13 10:45:13,8.6071,50.1242
10459911,"ELEVATOR","von EG zu Tunnel",8155,2018-07-19 10:51:19,2019-11-13 10:45:13,8.5165536,49.4599233
10460069,"ELEVATOR","zu Gleis 2/3",8155,2018-07-19 10:51:19,2019-11-13 10:45:13,8.5164492,49.4597506
10460172,"ELEVATOR","zu Gleis 1/3",2722,2018-07-19 10:51:18,2019-11-13 10:45:12,7.217913,51.543741
10460175,"ELEVATOR","zu Gleis 2/3",5251,2018-07-19 10:51:17,2019-11-13 10:45:11,7.4344323,52.2764783
10460180,"ELEVATOR","zu Gleis 2/3",5774,2018-07-19 10:51:17,2019-11-13 10:45:11,9.3384961,49.4414588
10460189,"ELEVATOR","zu Gleis 4/5",5251,2018-07-19 10:51:17,2019-11-13 10:45:11,7.4342108,52.276395
10460278,"ELEVATOR","zu Gleis 2/3",1539,2018-07-19 10:51:18,2019-11-13 10:45:12,9.705902617,48.69637546
10460279,"ELEVATOR","zu Gleis 1",1438,2018-07-19 10:51:18,2019-11-13 10:45:12,9.5264767,48.7159443
10460280,"ELEVATOR","zu Gleis 2/3",1438,2018-07-19 10:51:18,2019-11-13 10:45:12,9.5263679,48.716121
10460395,"ELEVATOR","zu Gleis 1/2",4044,2018-07-19 10:51:17,2019-11-13 10:45:11,8.3430197,52.2093404
10460396,"ELEVATOR","von EG zu Tunnel",4044,2018-07-19 10:51:17,2019-11-13 10:45:11,8.3429556,52.2091348
10460416,"ELEVATOR","zu Gleis 5/6",636,2018-07-19 10:51:17,2019-11-13 10:45:11,9.1375697,48.948168
